證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,Unknown masked parameter,股價淨值比,股價營收比,M淨值報酬率─稅後,資產報酬率ROA,營業利益率OPM,利潤邊際NPM,負債/淨值比,M流動比率,M速動比率,M存貨週轉率 (次),M應收帳款週轉次,M營業利益成長率,M稅後淨利成長率,Return,ReturnMean_year_Label,年份,訓練年份,測試年份,使用準則,最大深度,選股類型
2409,友達         ,200412,227574,31.54,0.695389951918004,1.1947,0.92792,0.12121,0.21417,0.17017,0.16634,0.76689,111.47,74.82,9.94,8.93,76.1,78.56,20.7356,1,2004,2003,2004,gini,5,預測為高於平均
2357,華碩         ,200412,215721,223.47,0.720164612017979,6.8675,2.2817,0.095949,0.18135,0.058757,0.060386,0.89011,193.73,123.22,5.68,6.93,34.99,30.8,35.7677,1,2004,2003,2004,gini,5,預測為高於平均
3045,台灣大       ,200412,173537,28.67,0.51699042052531,1.7178,2.5215,0.13282,0.20177,0.34808,0.30199,0.5191,174.46,165.22,976.5,8.52,16.33,23.62,-12.5916,0,2004,2003,2004,gini,5,預測為高於平均
3009,D 奇美電     ,200412,163428,29.52,0.156495219114045,1.1696,0.97555,0.083871,0.17692,0.1557,0.1458,1.1094,117.44,70.53,6.49,6.38,120.51,143.57,31.8767,1,2004,2003,2004,gini,5,預測為高於平均
4904,遠傳         ,200412,147928,29.63,0.562056045561775,1.6334,1.7378,0.12918,0.20144,0.28036,0.21434,0.5594,81.51,63.19,40.69,13.05,120.59,70.73,3.915,0,2004,2003,2004,gini,5,預測為高於平均
2353,宏碁         ,200412,109901,33.22,0.694803289108456,1.125,0.3033,0.056336,0.1127,0.016917,0.031161,1.0004,141.96,116.96,17.52,7.28,106.81,-4.2,75.1957,1,2004,2003,2004,gini,5,預測為高於平均
2475,華映         ,200412,98732,12.03,0.836270420676314,0.8636,0.69901,0.050388,0.10728,0.098523,0.088144,1.1291,108.62,90.22,10.37,5.54,170.71,829.0,-20.6151,0,2004,2003,2004,gini,5,預測為高於平均
2311,日月光       ,200412,98415,14.24,0.731387066161933,1.0912,0.68527,0.031427,0.070494,0.092411,0.051518,1.2431,142.42,94.48,9.26,6.15,130.89,82.19,38.9747,1,2004,2003,2004,gini,5,預測為高於平均
1402,遠東新       ,200412,96891,17.06,0.360031042085772,0.92516,0.53363,0.040861,0.08529,0.16136,0.076138,1.0873,77.07,46.89,8.23,11.8,148.82,107.38,-2.755,0,2004,2003,2004,gini,5,預測為高於平均
2408,南科         ,200412,92907,56.81,0.454212371853399,3.5752,4.9921,0.073998,0.12409,0.20441,0.17333,0.67687,108.38,51.18,4.27,7.44,20835.1,586.08,-17.1097,0,2004,2003,2004,gini,5,預測為高於平均
2308,台達電       ,200412,88814,33.58,0.386389898592172,1.6075,0.94299,0.10267,0.18559,0.094666,0.11796,0.80756,200.38,173.84,10.04,4.7,24.66,30.08,33.7105,1,2004,2003,2004,gini,5,預測為高於平均
3012,廣輝         ,200412,72922,17.52,0.693752574133913,1.1267,1.1743,0.043318,0.095057,0.097902,0.099073,1.1944,261.86,233.69,10.53,5.45,11595.25,903.11,-31.5068,0,2004,2003,2004,gini,5,預測為高於平均
2609,陽明         ,200412,69423,19.77,0.94521348716846,1.0087,0.49912,0.1088,0.22349,0.13836,0.11061,1.0541,235.52,214.97,0.0,35.48,55.18,47.35,-21.6995,0,2004,2003,2004,gini,5,預測為高於平均
2610,華航         ,200412,56176,21.31,0.705571858131069,1.255,0.68698,0.019248,0.079443,0.058447,0.043491,3.1273,69.54,48.53,0.0,13.45,99.48,135.06,-1.7363,0,2004,2003,2004,gini,5,預測為高於平均
2325,矽品         ,200412,55152,14.97,0.590904730405336,0.92751,0.88111,0.072626,0.12785,0.12291,0.12147,0.76044,253.45,212.2,14.91,6.28,71.88,50.85,95.1904,1,2004,2003,2004,gini,5,預測為高於平均
2323,中環         ,200412,53284,16.4,0.228687584020221,0.93076,1.6549,-0.0082568,-0.014727,0.12747,-0.026283,0.78358,149.42,115.85,6.72,3.97,-48.6,-111.15,-28.3537,0,2004,2003,2004,gini,5,預測為高於平均
1605,華新         ,200412,53266,13.06,0.8341890610569,0.68628,0.59607,0.098849,0.13216,0.07999,0.11803,0.33696,282.88,191.09,7.09,14.22,167.79,2817.64,-24.5023,0,2004,2003,2004,gini,5,預測為高於平均
2615,萬海         ,200412,52984,18.98,0.015644692696527,1.1658,0.64956,0.11572,0.26088,0.14868,0.14533,1.2544,211.94,202.25,0.0,19.1,53.93,53.1,-26.3435,0,2004,2003,2004,gini,5,預測為高於平均
6116,彩晶         ,200412,52887,10.5,0.863710865055866,0.90206,1.3654,0.021697,0.042638,0.067751,0.064516,0.96521,100.64,83.49,11.08,6.08,175.21,193.46,-24.0952,0,2004,2003,2004,gini,5,預測為高於平均
2371,大同         ,200412,52686,12.55,0.0780690530324343,1.0287,0.4743,0.042144,0.087475,-0.00072397,0.042238,1.0756,99.62,69.88,8.67,5.57,87.45,3237.9,-26.6932,0,2004,2003,2004,gini,5,預測為高於平均
2201,裕隆         ,200412,51356,29.93,0.669042590081555,0.93913,0.76274,0.060965,0.10888,0.1063,0.10479,0.78601,149.45,128.94,8.13,2.64,45.91,-8.75,2.9402,0,2004,2003,2004,gini,5,預測為高於平均
2618,長榮航       ,200412,51034,24.06,0.500211324281102,1.8255,0.95212,0.027551,0.075228,0.057048,0.039234,1.7305,75.83,44.82,0.0,11.91,89.09,132.27,3.616,0,2004,2003,2004,gini,5,預測為高於平均
1102,亞泥         ,200412,48627,12.55,0.217993798750154,0.60424,1.0424,0.07492,0.13669,0.1118,0.24631,0.82453,107.68,75.29,9.38,6.03,37.19,97.16,-0.55777,0,2004,2003,2004,gini,5,預測為高於平均
3034,聯詠         ,200412,44242,54.88,0.12218915092342,2.481,1.2498,0.26911,0.40477,0.21138,0.2039,0.50411,263.81,232.86,11.3,5.63,73.47,67.89,107.6348,1,2004,2003,2004,gini,5,預測為高於平均
1802,台玻         ,200412,41601,18.71,0.0559761573877905,0.88841,1.2921,0.096713,0.12873,0.22549,0.19026,0.33106,290.97,226.52,5.52,7.4,118.99,111.94,-1.0689,0,2004,2003,2004,gini,5,預測為高於平均
2347,聯強         ,200412,38833,22.58,0.15250063700247,0.94083,0.13635,0.053574,0.12292,0.020542,0.01808,1.2944,160.17,101.22,11.41,8.6,5.47,2.17,-2.0372,0,2004,2003,2004,gini,5,預測為高於平均
2606,裕民         ,200412,37538,24.8,0.0196210667655841,1.1402,1.3878,0.31491,0.43988,0.56443,0.53541,0.39682,284.41,251.12,0.0,43.88,202.85,197.59,-12.7823,0,2004,2003,2004,gini,5,預測為高於平均
2337,旺宏         ,200412,36254,9.34,0.435175545696952,1.3576,2.0304,0.0041518,0.0063385,-0.017935,0.0094853,0.52666,263.58,165.6,4.31,8.6,94.56,102.66,-26.9807,0,2004,2003,2004,gini,5,預測為高於平均
2207,和泰         ,200412,35501,47.64,0.832221475282818,1.6996,0.2942,0.079128,0.21235,0.039404,0.038465,1.6836,122.3,109.68,39.15,6.58,65.48,57.97,30.5835,1,2004,2003,2004,gini,5,預測為高於平均
2354,鴻準         ,200412,34948,34.2,0.617390171454084,1.7387,0.40464,0.079748,0.20702,0.052385,0.048183,1.5959,133.53,96.87,11.34,5.01,41.93,17.46,163.7719,1,2004,2003,2004,gini,5,預測為高於平均
3019,亞光         ,200412,34919,117.34,0.520129415310742,2.3076,0.8527,0.12482,0.24122,0.083097,0.089763,0.93247,160.5,136.15,20.44,5.73,18.33,22.95,45.3554,1,2004,2003,2004,gini,5,預測為高於平均
2227,裕日車       ,200412,30600,82.96,0.143156022083576,2.087,0.50242,0.18349,0.26446,0.062559,0.063664,0.44133,243.05,240.83,3539.26,59.59,43.24,-28.28,27.3867,1,2004,2003,2004,gini,5,預測為高於平均
3051,力特         ,200412,29593,121.62,0.559370572403004,3.85,2.6116,0.11344,0.26341,0.17731,0.1787,1.3219,207.82,75.04,2.14,8.69,73.84,117.5,-13.904,0,2004,2003,2004,gini,5,預測為高於平均
2395,研華         ,200412,28820,46.17,0.00457962394732347,2.2391,1.2911,0.20043,0.26733,0.19923,0.16141,0.33378,331.47,245.12,4.88,8.2,27.32,99.48,34.0048,1,2004,2003,2004,gini,5,預測為高於平均
3139,D 台固       ,200412,27558,3.64,0.848709226458282,0.32852,1.957,0.03851,0.050531,0.18827,0.3026,0.31217,243.17,229.46,6.49,9.23,121.16,71.58,12.0879,0,2004,2003,2004,gini,5,預測為高於平均
2418,雅新         ,200412,26471,24.38,0.916821270253738,1.5003,0.89239,0.10949,0.2235,0.1725,0.13292,1.0413,241.22,144.76,5.05,4.35,24.1,13.89,23.913,1,2004,2003,2004,gini,5,預測為高於平均
2023,燁輝         ,200412,25958,15.64,0.505133101798823,0.8328,0.45386,0.072919,0.15234,0.13327,0.083444,1.0892,135.26,88.45,10.37,9.08,29.82,27.67,-45.844,0,2004,2003,2004,gini,5,預測為高於平均
2014,中鴻         ,200412,25950,17.26,0.271421624417515,1.5101,0.45101,0.053208,0.1189,0.08938,0.035503,1.2347,123.62,14.73,6.51,48.77,37.04,-1.59,-58.8644,0,2004,2003,2004,gini,5,預測為高於平均
2327,國巨         ,200412,25933,10.51,0.100750511921236,0.99432,1.4397,-0.21502,-0.42533,0.055624,-0.61618,0.9781,125.5,76.57,2.46,4.09,102.46,-1187.73,22.8354,1,2004,2003,2004,gini,5,預測為高於平均
2384,勝華         ,200412,25421,22.4,0.762887095910741,0.91879,0.498,0.1076,0.22491,0.14007,0.12217,1.0903,148.56,83.09,3.6,5.87,350.17,472.09,89.4196,1,2004,2003,2004,gini,5,預測為高於平均
1907,永豐餘       ,200412,24877,12.35,0.0829626491105439,0.95,0.60127,0.058206,0.121,0.053196,0.076742,1.0788,137.53,105.34,7.83,4.69,93.27,0.51,-26.1538,0,2004,2003,2004,gini,5,預測為高於平均
6239,力成         ,200412,24674,31.03,0.661596193082714,1.3871,1.3616,0.19165,0.3492,0.33436,0.34265,0.82206,73.51,59.68,16.73,6.57,137.99,153.05,78.7625,1,2004,2003,2004,gini,5,預測為高於平均
1718,中纖         ,200412,21175,11.62,0.44063468076084,0.73638,0.98059,0.12308,0.17223,0.18902,0.22935,0.39928,222.9,130.11,8.32,9.43,78.62,59.98,-33.1325,0,2004,2003,2004,gini,5,預測為高於平均
2015,豐興         ,200412,20784,24.24,0.941918930311283,1.1888,0.50124,0.236,0.35337,0.18658,0.14896,0.49733,173.79,63.92,5.23,24.13,199.4,198.67,-30.3218,0,2004,2003,2004,gini,5,預測為高於平均
1504,東元         ,200412,20473,8.13,0.655913820257141,0.51326,0.51261,-0.0068751,-0.013102,0.023582,-0.013203,0.90578,136.44,70.55,2.84,5.05,16.28,-192.49,-8.1181,0,2004,2003,2004,gini,5,預測為高於平均
2332,友訊         ,200412,20257,23.55,0.451945709260386,1.0813,0.39113,0.10052,0.19484,0.081681,0.080661,0.93838,159.98,89.57,3.85,6.15,64.3,103.82,18.3864,1,2004,2003,2004,gini,5,預測為高於平均
3037,欣興         ,200412,20011,16.1,0.839697420719669,0.86235,0.58888,0.070633,0.12576,0.10584,0.094743,0.78044,119.04,92.01,10.13,4.07,40.5,81.35,119.2547,1,2004,2003,2004,gini,5,預測為高於平均
1319,東陽         ,200412,19999,36.36,0.532623502474346,2.1604,1.6117,0.091171,0.16596,0.1271,0.13519,0.82038,99.4,69.47,8.69,4.64,10.64,4.99,-14.1364,0,2004,2003,2004,gini,5,預測為高於平均
2474,可成         ,200412,19661,31.24,0.553887065791275,1.1635,1.1744,0.18332,0.3436,0.37888,0.34675,0.87431,136.71,115.05,6.38,2.86,68.47,76.6,251.7606,1,2004,2003,2004,gini,5,預測為高於平均
2451,創見         ,200412,19197,42.94,0.367189905317367,2.0704,0.79933,0.24296,0.32655,0.13404,0.12605,0.34404,541.47,430.23,10.48,12.55,19.96,31.89,9.1756,0,2004,2003,2004,gini,5,預測為高於平均
2315,神達         ,200412,18709,11.3,0.578923492459094,0.64571,0.19473,0.042633,0.11309,0.027577,0.036042,1.6526,103.42,67.18,6.44,5.21,195.79,108.91,196.5487,1,2004,2003,2004,gini,5,預測為高於平均
2006,東鋼         ,200412,18572,15.68,0.866887054672508,0.8531,0.35947,0.12377,0.23859,0.14617,0.10055,0.92758,134.07,43.09,5.2,14.3,334.87,521.24,-16.9005,0,2004,2003,2004,gini,5,預測為高於平均
2903,遠百         ,200412,17964,12.46,0.112615141025047,0.68162,0.1577,0.019388,0.068063,0.034181,0.019878,2.5106,42.92,32.51,25.14,62.46,34.76,1254.75,15.8106,1,2004,2003,2004,gini,5,預測為高於平均
2312,金寶         ,200412,17933,10.16,0.443845836726957,0.76276,0.21617,0.043921,0.09064,0.044957,0.030259,1.0637,142.55,90.5,8.19,6.39,62.61,-16.33,11.122,0,2004,2003,2004,gini,5,預測為高於平均
6176,瑞儀         ,200412,17898,37.19,0.3001844012139,1.2972,0.60168,0.16345,0.31934,0.1777,0.14814,0.95378,205.43,171.59,7.39,3.43,152.63,166.92,29.9543,1,2004,2003,2004,gini,5,預測為高於平均
5522,遠雄         ,200412,17151,19.54,0.390175938130607,1.3356,0.86806,0.016437,0.052696,0.13984,0.03427,2.2059,122.1,11.26,0.6,24.31,336.81,31.34,-15.4043,0,2004,2003,2004,gini,5,預測為高於平均
2392,正崴         ,200412,17078,36.74,0.360448893378945,1.2062,0.47832,0.071955,0.16453,0.082625,0.065252,1.2866,106.33,75.74,7.61,4.58,69.7,61.95,84.6761,1,2004,2003,2004,gini,5,預測為高於平均
3007,綠點         ,200412,16830,69.71,0.140255359269444,2.3129,1.2247,0.19163,0.3218,0.20598,0.1704,0.67925,193.15,139.29,6.33,4.6,30.26,47.71,10.1994,0,2004,2003,2004,gini,5,預測為高於平均
2605,新興         ,200412,16605,17.81,0.0868151008658337,0.87821,2.1052,0.15222,0.27838,0.52079,0.68804,0.82884,274.11,265.01,0.0,12.35,70.08,101.46,-9.8821,0,2004,2003,2004,gini,5,預測為高於平均
2449,京元電       ,200412,16597,12.73,0.429397337085805,0.60303,0.96221,0.094856,0.1725,0.23411,0.27537,0.81857,138.89,129.06,134.14,4.67,186.56,256.97,99.0573,1,2004,2003,2004,gini,5,預測為高於平均
9921,巨大         ,200412,15269,32.88,0.119207259421287,1.6047,0.42514,0.078045,0.19776,0.060392,0.05261,1.534,144.16,81.83,4.26,5.09,7.78,1.2,23.0231,1,2004,2003,2004,gini,5,預測為高於平均
9915,億豐         ,200412,15080,29.97,0.495066923800459,1.9665,0.84091,0.19315,0.26038,0.15996,0.11183,0.34805,334.86,293.42,20.59,7.62,14.1,5.26,0.23357,0,2004,2003,2004,gini,5,預測為高於平均
9907,統一實       ,200412,15017,7.35,0.706407227537561,0.66697,0.53886,0.02186,0.046755,0.095949,0.039007,1.1388,64.69,21.6,5.67,15.08,19.36,50.91,-22.585,0,2004,2003,2004,gini,5,預測為高於平均
3231,緯創         ,200412,14429,8.83,0.0740895768609269,0.53193,0.068238,-0.019863,-0.054268,0.0051398,-0.0070548,1.7321,120.75,64.49,10.78,13.3,74.39,-163.44,174.1789,1,2004,2003,2004,gini,5,預測為高於平均
3035,智原         ,200412,14396,32.0,0.393883426981697,1.9429,1.5231,0.23648,0.30999,0.23645,0.24307,0.31086,281.45,233.41,8.22,5.84,38.1,26.28,22.25,1,2004,2003,2004,gini,5,預測為高於平均
6605,帝寶         ,200412,14021,69.73,0.00339412296430741,2.1272,1.4461,0.18227,0.29956,0.27522,0.20535,0.64352,181.81,124.64,4.91,6.45,33.77,39.0,30.991,1,2004,2003,2004,gini,5,預測為高於平均
2029,盛餘         ,200412,13842,28.41,0.00130056870059614,1.153,0.47508,0.18902,0.24034,0.1535,0.0992,0.27152,289.88,130.31,8.5,19.86,91.5,49.29,-36.4308,0,2004,2003,2004,gini,5,預測為高於平均
3222,奇景         ,200412,13557,75.0,0.189179670994735,3.7055,1.3441,0.25159,0.34756,0.1323,0.12604,0.38146,303.83,174.61,6.35,6.08,118.16,126.3,-100.0,0,2004,2003,2004,gini,5,預測為高於平均
2614,東森         ,200412,13035,8.81,0.142484054820971,0.63887,0.49383,0.068778,0.13455,0.15204,0.10399,0.95626,156.81,110.22,4.7,4.99,153.88,78.43,-21.6799,0,2004,2003,2004,gini,5,預測為高於平均
1310,台苯         ,200412,12926,19.54,0.268075999123376,1.4078,0.46758,0.044031,0.084094,0.053463,0.029494,0.90989,138.45,75.61,9.88,8.57,94.7,66.7,-31.4227,0,2004,2003,2004,gini,5,預測為高於平均
3006,晶豪科       ,200412,12897,45.25,0.174892065335783,1.3536,0.9355,0.21675,0.27689,0.26948,0.19135,0.27744,459.05,333.83,5.01,18.0,169.65,63.76,-32.6188,0,2004,2003,2004,gini,5,預測為高於平均
1717,長興         ,200412,12665,10.17,0.138648971592595,0.58081,0.25852,0.050677,0.1173,0.077009,0.052953,1.3146,169.04,102.27,5.12,4.2,83.13,52.13,36.2832,1,2004,2003,2004,gini,5,預測為高於平均
1314,中石化       ,200412,12421,6.94,0.901057905682726,0.7519,0.49607,0.014824,0.044845,0.043721,0.029597,2.0252,131.29,71.34,10.68,8.58,1672.33,150.7,9.366,0,2004,2003,2004,gini,5,預測為高於平均
2915,潤泰全       ,200412,11781,13.44,0.376011115924755,1.1936,1.2097,0.0078842,0.01827,0.043674,0.018516,1.3173,61.58,24.91,3.75,19.86,208.45,-82.0,-19.4196,0,2004,2003,2004,gini,5,預測為高於平均
2402,毅嘉         ,200412,11654,32.03,0.0683572204708292,1.4526,1.2064,0.087693,0.19332,0.17353,0.16054,1.2045,188.28,141.84,3.93,4.08,29.65,62.6,-23.6653,0,2004,2003,2004,gini,5,預測為高於平均
8069,元太         ,200412,11330,16.54,0.173853037365001,1.1583,0.58239,0.14365,0.29856,0.15222,0.15011,1.0783,160.54,73.3,4.25,24.3,169.46,228.96,-28.5369,0,2004,2003,2004,gini,5,預測為高於平均
3189,景碩         ,200412,11322,27.12,0.0261071081549049,1.6133,1.2989,0.23773,0.34191,0.29636,0.27525,0.43828,133.06,96.03,9.79,7.08,130.44,123.74,163.1637,1,2004,2003,2004,gini,5,預測為高於平均
2313,華通         ,200412,11182,10.12,0.961558573103663,0.92084,0.66274,-0.113,-0.25832,-0.06337,-0.18581,1.2861,157.54,103.8,5.24,3.44,38.89,-2.03,80.5336,1,2004,2003,2004,gini,5,預測為高於平均
4906,正文         ,200412,10999,40.61,0.762414484002993,1.2581,0.39927,0.11217,0.23468,0.081514,0.074484,1.0922,150.56,94.34,6.62,4.6,71.41,89.52,-24.8707,0,2004,2003,2004,gini,5,預測為高於平均
2101,南港         ,200412,10902,15.05,0.00734866110284693,0.77657,0.58243,0.078712,0.17885,0.17162,0.1341,1.2723,76.82,36.61,7.0,13.1,168.24,390.66,1.794,0,2004,2003,2004,gini,5,預測為高於平均
5903,全家         ,200412,10646,37.4,0.55230984450773,2.4317,0.26941,0.082965,0.21578,0.028559,0.023907,1.6008,100.65,74.16,20.96,79.22,24.88,18.43,10.4011,0,2004,2003,2004,gini,5,預測為高於平均
2504,國產         ,200412,10576,7.26,0.21810872978328,0.54875,0.70077,0.027676,0.041749,0.067059,0.053313,0.50852,136.01,94.74,4.78,3.9,576.67,843.86,0.13774,0,2004,2003,2004,gini,5,預測為高於平均
1527,鑽全         ,200412,10348,39.97,0.772366213613043,1.9817,1.7757,0.17228,0.28532,0.34576,0.25569,0.65614,130.64,104.91,5.07,6.87,19.98,18.08,15.4866,1,2004,2003,2004,gini,5,預測為高於平均
8017,展茂         ,200412,10296,10.61,0.370864718973405,0.85981,1.1228,0.057613,0.11435,0.14827,0.14934,0.98487,227.01,194.94,12.2,4.9,906.01,4346.1,5.0895,0,2004,2003,2004,gini,5,預測為高於平均
1304,台聚         ,200412,10221,8.24,0.890928821025695,0.62757,0.7803,0.050885,0.091347,0.13677,0.12583,0.79516,219.67,154.99,5.28,12.68,173.34,411.58,-20.6311,0,2004,2003,2004,gini,5,預測為高於平均
2617,台航         ,200412,10030,16.53,0.60863543063499,1.1064,1.8007,0.10843,0.21059,0.36234,0.34257,0.94213,182.89,169.61,0.0,27.03,106.31,39.84,-27.7072,0,2004,2003,2004,gini,5,預測為高於平均
1313,聯成         ,200412,9960,9.23,0.909098187800882,0.67372,0.52955,0.051009,0.081644,0.076502,0.068042,0.60059,218.04,119.63,5.42,7.85,185.31,49.03,-7.909,0,2004,2003,2004,gini,5,預測為高於平均
2010,春源         ,200412,9904,12.78,0.591594408907438,0.70413,0.27296,0.083616,0.17174,0.08041,0.070583,1.054,165.66,88.29,3.91,4.91,83.2,83.58,-20.6573,0,2004,2003,2004,gini,5,預測為高於平均
1723,中碳         ,200412,9713,27.36,0.853063629209919,1.5293,1.3122,0.1916,0.32383,0.31,0.27786,0.69014,178.63,172.93,29.61,22.26,50.58,30.55,-3.655,0,2004,2003,2004,gini,5,預測為高於平均
2441,超豐         ,200412,9653,14.04,0.442397893041165,0.74562,0.76056,0.17603,0.22534,0.25954,0.22982,0.28017,395.81,359.93,13.27,4.17,42.88,48.73,70.8689,1,2004,2003,2004,gini,5,預測為高於平均
2439,美律         ,200412,9617,45.64,0.904355478217944,1.8813,2.1858,0.12563,0.18823,0.24914,0.21985,0.49834,352.5,316.97,8.07,4.19,56.37,64.17,31.3979,1,2004,2003,2004,gini,5,預測為高於平均
2524,京城         ,200412,9514,26.67,0.0331794059521274,1.5951,0.97478,0.1422,0.48642,0.27389,0.29724,2.4207,126.25,5.89,0.48,51.27,384.06,319.66,-8.3615,0,2004,2003,2004,gini,5,預測為高於平均
9940,信義         ,200412,9502,21.87,0.716497346504382,1.2335,0.65814,0.22174,0.3558,0.21477,0.18978,0.60458,226.17,217.06,0.0,13.73,53.41,48.2,-1.9662,0,2004,2003,2004,gini,5,預測為高於平均
2515,中工         ,200412,9498,5.57,0.179301843821789,0.481,0.68681,0.0031267,0.007378,0.015861,0.010545,1.3597,150.05,30.88,0.56,2.88,67.18,33.95,-29.0844,0,2004,2003,2004,gini,5,預測為高於平均
6153,嘉聯益       ,200412,9480,25.31,0.336532925801063,1.2286,0.67692,0.14371,0.23777,0.1655,0.131,0.6545,270.85,209.79,5.0,4.02,203.16,178.87,0.19755,0,2004,2003,2004,gini,5,預測為高於平均
2345,智邦         ,200412,9236,13.83,0.321927183182924,1.1477,0.35173,-0.04787,-0.094216,-0.0083327,-0.029549,0.96814,168.62,122.23,6.69,5.57,67.84,75.03,16.7751,1,2004,2003,2004,gini,5,預測為高於平均
6244,茂迪         ,200412,9148,36.08,0.548566299856964,1.296,0.70898,0.26696,0.4175,0.21001,0.22838,0.56389,183.06,142.25,7.86,9.63,153.02,154.79,285.061,1,2004,2003,2004,gini,5,預測為高於平均
2393,億光         ,200412,9113,21.6,0.0487385927822667,1.0112,0.94447,0.13466,0.19641,0.21697,0.18363,0.4585,311.06,231.55,5.89,4.45,34.53,20.13,161.4815,1,2004,2003,2004,gini,5,預測為高於平均
2328,廣宇         ,200412,9070,17.99,0.552732133178943,1.0785,0.68015,0.076276,0.1112,0.087106,0.076207,0.4579,225.4,202.88,15.95,3.99,117.48,101.73,116.1201,1,2004,2003,2004,gini,5,預測為高於平均
5305,敦南         ,200412,8969,16.91,0.274811404837501,1.2105,0.6305,0.10924,0.21572,0.12477,0.11232,0.97466,165.55,131.09,10.35,5.41,61.82,59.88,51.0349,1,2004,2003,2004,gini,5,預測為高於平均
1312,國喬         ,200412,8957,13.79,0.241501741734112,1.6634,0.40981,0.049631,0.15544,0.10156,0.045538,2.1319,81.2,48.26,12.72,9.07,103.1,211.29,-41.5518,0,2004,2003,2004,gini,5,預測為高於平均
1229,聯華         ,200412,8778,9.0,0.243145179406551,0.59094,2.3873,0.055397,0.070873,0.016294,0.2863,0.27936,159.99,98.27,3.43,5.73,313.27,9.76,-1.0,0,2004,2003,2004,gini,5,預測為高於平均
2350,環電         ,200412,8777,8.28,0.154159449170074,0.60882,0.11062,0.040068,0.10796,0.024929,0.019618,1.6945,131.61,91.83,11.52,6.1,37.14,34.52,12.6812,0,2004,2003,2004,gini,5,預測為高於平均
1311,福聚         ,200412,8678,22.12,0.956416361008024,1.2255,0.50676,0.1587,0.21504,0.11156,0.088938,0.35504,288.91,163.22,7.65,21.94,45.6,59.92,-27.3056,0,2004,2003,2004,gini,5,預測為高於平均
2511,太子         ,200412,8560,7.17,0.9356613755166,0.6224,0.54608,0.039458,0.11049,0.092112,0.096934,1.8002,124.73,26.03,0.64,3.68,790.42,220.95,-11.2971,0,2004,2003,2004,gini,5,預測為高於平均
2031,新光鋼       ,200412,8492,30.81,0.818714437208244,1.3853,0.59,0.15919,0.33909,0.19429,0.14445,1.1301,195.91,89.44,3.12,4.22,136.31,141.51,-62.1876,0,2004,2003,2004,gini,5,預測為高於平均
2707,晶華         ,200412,8474,81.02,0.728261847822834,5.1936,6.1895,0.15593,0.20176,0.33227,0.25934,0.29395,244.91,222.91,113.92,31.03,15.79,7.41,75.3394,1,2004,2003,2004,gini,5,預測為高於平均
2103,台橡         ,200412,8380,7.84,0.17581172827553,0.57478,0.30757,0.079745,0.12647,0.1277,0.074521,0.58593,183.67,118.48,7.62,9.66,141.5,88.67,45.1531,1,2004,2003,2004,gini,5,預測為高於平均
2430,燦坤         ,200412,8118,17.9,0.360370977042454,0.65281,0.08129,0.037695,0.12965,0.070397,0.022185,2.4394,112.26,42.91,4.89,17.47,120.13,-27.88,71.1173,1,2004,2003,2004,gini,5,預測為高於平均
4532,瑞智         ,200412,8118,20.24,0.188789972641605,1.3978,0.71849,0.064529,0.1525,0.13149,0.087087,1.3633,107.69,51.93,5.27,4.12,280.52,258.46,-8.5968,0,2004,2003,2004,gini,5,預測為高於平均
2547,日勝生       ,200412,7955,22.44,0.316419513732543,1.9754,1.5881,0.060437,0.2145,0.21954,0.17538,2.5492,98.5,2.32,0.62,18.68,310.5,217.58,-49.3761,0,2004,2003,2004,gini,5,預測為高於平均
2908,特力         ,200412,7944,13.4,0.699616986397056,0.90602,0.23056,0.073181,0.14222,0.035471,0.038976,0.94339,193.98,144.35,21.21,8.1,2176.4,461.01,33.5075,1,2004,2003,2004,gini,5,預測為高於平均
2416,世平         ,200412,7790,18.43,0.439037203387669,0.916,0.091382,0.030856,0.099161,0.02333,0.010425,2.2136,218.81,112.22,7.27,6.96,16.93,13.27,-100.0,0,2004,2003,2004,gini,5,預測為高於平均
6139,亞翔         ,200412,7741,32.47,0.287427267482543,1.1601,0.47631,0.13197,0.26251,0.13711,0.10778,0.98915,268.23,191.81,10.16,5.81,130.95,97.28,25.3157,1,2004,2003,2004,gini,5,預測為高於平均
3026,禾伸堂       ,200412,7531,22.79,0.762408048788714,0.93786,0.41159,0.083151,0.16087,0.1012,0.0706,0.9347,262.24,202.25,7.95,3.99,63.28,59.49,60.0702,1,2004,2003,2004,gini,5,預測為高於平均
2536,宏普         ,200412,7492,17.7,0.576055901496557,0.84933,1.5889,0.060451,0.0957,0.19957,0.17906,0.5831,261.21,7.49,0.34,142.35,374.79,757.83,-12.4294,0,2004,2003,2004,gini,5,預測為高於平均
9934,成霖         ,200412,7415,21.61,0.747662837641716,1.2863,0.41839,0.062822,0.1132,0.094227,0.046506,0.80186,189.83,126.12,4.02,6.91,116.12,137.39,-11.8926,0,2004,2003,2004,gini,5,預測為高於平均
3260,威剛         ,200412,7351,44.41,0.645534505981322,1.4589,0.14956,0.13997,0.29867,0.056397,0.030861,1.1338,168.3,95.3,14.94,30.88,64.57,42.78,51.61,1,2004,2003,2004,gini,5,預測為高於平均
1704,榮化         ,200412,7348,8.76,0.123219518324506,0.5786,0.28442,0.047372,0.10754,0.043275,0.053496,1.27,167.51,112.86,7.22,12.11,159.57,156.83,66.6667,1,2004,2003,2004,gini,5,預測為高於平均
